frame,torso,joint_right_shoulder_pitch,joint_right_shoulder_roll,joint_right_arm_yaw,joint_right_elbow_pitch,joint_right_forearm_yaw,joint_right_wrist_pitch,joint_right_wrist_roll,hand_right_pinky,hand_right_ring,hand_right_middle,hand_right_index,hand_right_thumb,joint_left_shoulder_pitch,joint_left_shoulder_roll,joint_left_arm_yaw,joint_left_elbow_pitch,joint_left_forearm_yaw,joint_left_wrist_pitch,joint_left_wrist_roll,hand_left_pinky,hand_left_middle,hand_left_ring,hand_left_thumb,hand_left_index,joint_head_yaw,joint_head_pitch
20,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-29.76
21,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.0,-29.76
22,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
23,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,0.0,-0.0,0.0,-0.0,-29.76
24,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,-0.0,0.0,-0.0,-29.76
25,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
26,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
27,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-29.76
28,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-29.76
29,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
30,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
31,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
32,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.0,-29.76
33,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.0,-29.76
34,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
35,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
36,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.0,-29.76
37,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
38,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
39,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.0,-29.76
40,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
41,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
42,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.0,-29.76
43,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
44,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
45,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
46,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.0,-29.76
47,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
48,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
49,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
50,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-29.76
51,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
52,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.0,-29.76
53,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-29.76
54,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,0.0,-0.07,0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
55,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-29.76
56,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,0.0,-0.07,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-29.76
57,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,0.0,-0.07,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-29.76
58,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,0.0,-0.07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-29.76
59,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,0.0,-0.07,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-29.76
60,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,0.0,-0.07,-0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
61,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,0.0,-0.07,-0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
62,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,0.0,-0.0,0.0,-0.0,-29.76
63,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,0.0,-0.07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-29.76
64,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,0.0,-0.07,-0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
65,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,0.0,-0.07,-0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
66,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.15,0.15,0.0,-0.07,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-29.76
67,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-29.76
68,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-29.76
69,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,-0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
70,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-29.76
71,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-29.76
72,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.0,-29.76
73,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.0,-29.76
74,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,-0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
75,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.0,-29.76
76,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.0,-29.76
77,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-29.76
78,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.0,-29.76
79,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-29.76
80,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-29.76
81,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-29.76
82,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-29.76
83,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,-0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
84,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-29.76
85,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-29.76
86,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.15,0.15,0.0,-0.07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-29.76
87,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,0.0,-0.07,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-29.76
88,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,-0.0,-0.07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-29.76
89,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,0.0,-0.07,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-29.76
90,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.0,-29.76
91,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,-0.0,-0.0,0.0,-0.0,-29.76
92,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,-0.0,-0.07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-29.76
93,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,0.0,-0.07,0.0,0.0,-0.0,-0.0,0.0,-0.0,-29.76
94,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,-0.0,-0.07,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-29.76
95,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,0.0,-0.07,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-29.76
96,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,0.0,-0.07,0.0,0.0,-0.0,-0.0,0.0,-0.0,-29.76
97,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,0.0,-0.07,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-29.76
98,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,0.0,-0.0,0.0,-0.0,-29.76
99,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,0.0,-0.07,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-29.76
100,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,0.0,-0.07,0.0,0.0,-0.0,-0.0,0.0,-0.0,-29.76
101,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,-0.0,-0.07,-0.0,0.0,-0.0,0.0,0.0,-0.0,-29.76
102,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,0.0,-0.0,-0.0,-0.0,-29.76
103,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.15,0.15,-0.0,-0.07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-29.76
104,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.15,0.15,-0.0,-0.07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-29.76
105,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.15,0.15,-0.0,-0.07,0.0,0.0,0.0,-0.0,-0.0,-0.0,-29.76
106,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.15,0.15,-0.0,-0.07,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-29.76
107,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.15,0.15,0.0,-0.07,0.0,0.0,0.0,0.0,-0.0,-0.0,-29.76
108,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.15,0.15,0.0,-0.07,0.0,-0.0,0.0,0.0,-0.0,-0.0,-29.76
109,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.15,0.15,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-0.0,-29.76
110,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.15,0.15,0.0,-0.07,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-29.76
111,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.15,0.15,-0.0,-0.07,0.0,-0.0,0.0,0.0,-0.0,-0.0,-29.54
112,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.15,0.15,0.0,-0.07,0.0,-0.0,-0.0,0.0,0.0,-0.0,-28.93
113,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.15,0.15,0.0,-0.07,0.0,-0.0,0.0,0.0,-0.0,-0.0,-27.95
114,0.0,0.0,-0.0,0.07,0.15,0.15,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.15,0.15,0.0,-0.07,0.0,-0.0,0.0,0.0,-0.0,-0.0,-26.67
